collaboration_id,campaign_id,creator_id,content_type,payment_amount
1891,642,187,Blog,13066.47
1892,642,370,Live,6147.09
1893,642,261,Live,13510.06
1894,643,330,Live,4783.01
1895,643,80,Video,5731.88
1896,643,301,Post,9760.81
1897,644,247,Reel,10064.30
1898,644,90,Reel,5201.27
1899,644,248,Video,3175.80
1900,644,460,Story,4246.90
1901,644,195,Blog,11860.19
1902,645,183,Post,8584.18
1903,645,256,Blog,13603.90
1904,646,460,Blog,589.32
1905,646,117,Blog,1572.72
1906,646,380,Video,7660.51
1907,646,104,Video,8343.94
1908,646,187,Live,12714.42
1909,647,447,Post,8543.86
1910,647,41,Story,3745.91
1911,647,497,Blog,2822.00
1912,647,409,Blog,12877.09
1913,647,29,Story,10375.60
1914,648,91,Live,4234.40
1915,648,21,Blog,2931.21
1916,648,312,Reel,13601.50
1917,648,137,Story,7886.11
1918,649,107,Story,3734.71
1919,650,245,Reel,4850.99
1920,650,238,Blog,1188.51
1921,650,51,Post,1834.46
1922,650,275,Reel,7192.93
1923,650,452,Reel,8181.30
1924,651,307,Video,8583.01
1925,651,250,Live,6503.36
1926,652,369,Post,11683.20
1927,653,302,Blog,9254.76
1928,653,413,Post,14884.34
1929,654,387,Video,7439.82
1930,654,209,Story,4996.73
1931,654,308,Post,7761.58
1932,655,136,Story,5183.02
1933,655,445,Blog,8462.84
1934,655,273,Video,9426.23
1935,656,388,Story,7364.95
1936,657,458,Post,7487.24
1937,657,499,Story,1076.84
1938,657,261,Post,10127.35
1939,658,474,Post,5202.23
1940,659,422,Story,3276.93
1941,659,94,Live,4650.22
1942,659,100,Live,7130.95
1943,659,399,Blog,4570.92
1944,659,56,Live,3233.35
1945,660,166,Story,11519.32
1946,660,81,Story,12800.12
1947,661,340,Post,9837.01
1948,661,81,Post,11718.35
1949,661,167,Video,3507.98
1950,661,490,Video,7132.53
1951,661,265,Video,5624.79
1952,662,171,Blog,4798.67
1953,662,373,Video,6436.94
1954,662,182,Post,11464.16
1955,663,391,Post,924.08
1956,664,182,Post,11529.02
1957,664,331,Reel,12296.14
1958,664,413,Story,3208.27
1959,664,72,Blog,3913.35
1960,665,13,Post,4952.71
1961,665,165,Live,11111.35
1962,665,219,Story,9301.58
1963,666,439,Story,2490.23
1964,666,141,Blog,7247.27
1965,666,55,Blog,8934.81
1966,666,39,Reel,11740.30
1967,667,353,Post,3822.71
1968,667,492,Live,8833.10
1969,667,466,Reel,1611.45
1970,667,362,Blog,5206.11
1971,668,190,Post,2100.84
1972,668,225,Blog,1202.43
1973,668,473,Blog,6265.28
1974,668,146,Story,13121.86
1975,668,57,Live,4552.95
1976,669,288,Post,3753.88
1977,669,46,Live,8244.12
1978,670,286,Video,10374.59
1979,670,272,Story,11604.30
1980,670,419,Reel,13073.81
1981,671,491,Post,11234.37
1982,671,437,Story,2843.69
1983,671,185,Post,3492.47
1984,672,171,Blog,3959.48
1985,672,102,Live,11239.99
1986,672,347,Reel,2190.02
1987,673,219,Reel,12491.95
1988,673,203,Reel,13703.43
1989,673,413,Live,5664.77
1990,673,250,Live,6614.38
1991,674,492,Live,13108.91
1992,675,405,Video,8664.75
1993,675,276,Blog,1099.93
1994,675,252,Reel,8523.07
1995,676,400,Live,12709.86
1996,676,58,Reel,8651.49
1997,676,273,Post,9189.47
1998,676,82,Story,11303.42
1999,676,409,Blog,6521.11
2000,677,239,Blog,2367.86
2001,677,232,Video,1188.08
2002,677,456,Blog,8670.83
2003,678,271,Post,13352.02
2004,678,400,Post,8663.59
2005,678,355,Reel,9392.98
2006,678,379,Post,381.19
2007,679,166,Story,3956.91
2008,679,219,Story,8807.21
2009,680,273,Blog,3084.94
2010,680,235,Live,13887.81
2011,680,335,Blog,13021.92
2012,681,97,Story,3171.55
2013,681,396,Story,1603.36
2014,682,309,Story,8147.14
2015,682,484,Reel,4979.17
2016,682,433,Video,13934.14
2017,682,21,Blog,3211.23
2018,682,400,Video,2533.00
2019,683,120,Story,11607.95
2020,683,480,Reel,2145.95
2021,683,471,Post,1934.34
2022,684,14,Blog,3207.91
2023,684,228,Reel,6757.50
2024,684,445,Post,3059.70
2025,684,381,Post,8894.24
2026,685,48,Story,7649.88
2027,686,371,Story,1893.34
2028,686,265,Post,11135.57
2029,686,63,Video,11270.27
2030,686,84,Video,6285.41
2031,686,388,Story,14778.77
2032,687,185,Post,340.57
2033,687,245,Post,12070.83
2034,687,131,Post,14427.37
2035,687,261,Reel,5384.75
2036,687,58,Video,12564.37
2037,688,485,Story,14995.63
2038,688,435,Reel,9791.45
2039,688,334,Post,13151.53
2040,688,154,Reel,14274.51
2041,689,374,Video,776.01
2042,689,332,Story,2742.64
2043,689,460,Reel,2006.43
2044,690,72,Post,11458.09
2045,690,356,Reel,8983.45
2046,691,444,Blog,4466.96
2047,691,379,Live,6281.66
2048,692,215,Story,14050.74
2049,692,89,Story,11155.30
2050,693,187,Reel,11819.70
2051,693,451,Reel,7513.58
2052,694,207,Video,9366.51
2053,694,321,Reel,11770.71
2054,694,192,Video,524.60
2055,695,18,Post,792.84
2056,695,377,Post,11461.28
2057,695,447,Blog,7925.55
2058,695,74,Story,1591.72
2059,696,460,Post,14824.05
2060,696,115,Reel,14534.08
2061,696,48,Post,14752.19
2062,697,226,Blog,110.75
2063,697,69,Post,7095.36
2064,697,439,Video,2010.16
2065,697,309,Blog,8145.79
2066,697,415,Live,10059.64
2067,698,245,Post,11255.91
2068,699,101,Story,3460.72
2069,699,65,Reel,11173.46
2070,699,113,Blog,6117.19
2071,699,264,Live,1667.90
2072,699,67,Story,3834.99
2073,700,169,Post,10058.51
2074,700,364,Live,7801.87
2075,700,499,Video,11422.41
2076,701,168,Video,9951.91
2077,701,217,Live,11072.51
2078,702,383,Post,9515.02
2079,703,94,Story,9556.00
2080,703,8,Story,2512.09
2081,704,6,Post,12879.44
2082,704,293,Story,9467.82
2083,704,247,Live,6144.29
2084,705,233,Video,8233.60
2085,705,319,Reel,11199.91
2086,706,474,Video,12124.13
2087,706,173,Post,11602.92
2088,706,457,Post,9982.40
2089,706,96,Blog,12857.59
2090,706,131,Live,4016.66
2091,707,219,Live,1980.80
2092,707,329,Story,14628.81
2093,707,14,Reel,1892.14
2094,708,65,Video,6843.22
2095,708,448,Live,14766.24
2096,708,178,Reel,14497.76
2097,709,94,Live,3003.68
2098,709,204,Blog,3405.67
2099,709,420,Reel,3060.29
2100,709,482,Blog,5373.65
2101,709,454,Live,11721.07
2102,710,441,Live,5503.58
2103,710,272,Story,10436.05
2104,710,269,Live,2584.63
2105,710,25,Story,1592.06
2106,710,410,Story,9560.12
2107,711,116,Story,8158.24
2108,711,432,Live,6417.83
2109,711,477,Story,4248.48
2110,711,385,Post,4517.80
2111,711,367,Live,14582.93
2112,712,240,Video,105.27
2113,712,165,Video,10654.28
2114,712,70,Blog,4742.92
2115,712,370,Blog,9235.45
2116,713,31,Post,2190.52
2117,714,422,Story,5929.45
2118,714,83,Story,9726.66
2119,714,392,Post,8912.10
2120,714,498,Story,12531.50
2121,715,116,Video,2192.56
2122,716,64,Blog,2362.51
2123,716,372,Post,2221.89
2124,716,379,Video,11432.71
2125,716,300,Reel,9587.67
2126,717,160,Live,7119.53
2127,717,269,Blog,6630.25
2128,717,53,Reel,8164.77
2129,717,396,Live,6870.07
2130,717,322,Reel,13215.38
2131,718,449,Reel,5784.38
2132,718,140,Video,1781.28
2133,718,487,Post,6446.07
2134,719,449,Blog,12996.04
2135,719,364,Post,11401.05
2136,720,268,Reel,14964.32
2137,720,53,Live,14400.04
2138,721,124,Blog,7468.52
2139,721,446,Blog,14452.34
2140,721,436,Post,944.12
2141,722,443,Video,12650.64
2142,723,464,Live,4999.56
2143,723,129,Blog,12560.81
2144,723,328,Video,1338.09
2145,724,366,Post,3716.89
2146,725,114,Video,1649.09
2147,725,303,Blog,7369.14
2148,725,223,Live,12577.44
2149,725,341,Post,9138.75
2150,726,22,Blog,14315.67
2151,726,309,Live,1514.21
2152,726,56,Story,5474.44
2153,726,303,Blog,10668.65
2154,727,216,Reel,5274.84
2155,727,418,Post,12798.27
2156,727,202,Live,12964.83
2157,727,368,Reel,14108.94
2158,727,382,Blog,11191.36
2159,728,343,Live,2792.99
2160,728,465,Blog,14194.65
2161,728,14,Reel,4454.92
2162,728,111,Post,12048.24
2163,729,435,Blog,5226.34
2164,729,457,Story,4221.82
2165,729,130,Reel,4935.23
2166,729,184,Blog,14865.54
2167,730,394,Story,8421.32
2168,730,407,Live,9759.47
2169,730,83,Blog,6079.68
2170,731,400,Post,12864.03
2171,731,418,Video,5341.89
2172,731,89,Live,11123.90
2173,732,163,Video,1609.34
2174,732,425,Blog,1447.44
2175,733,161,Story,11372.81
2176,733,319,Story,4043.74
2177,733,255,Blog,7333.07
2178,733,328,Video,12107.87
2179,734,387,Story,4909.12
2180,734,82,Reel,2927.87
2181,734,492,Video,13641.57
2182,735,152,Post,9315.22
2183,735,388,Reel,3059.43
2184,735,287,Reel,10703.82
2185,735,276,Blog,6129.09
2186,735,92,Video,2271.91
2187,736,273,Story,13826.75
2188,736,182,Reel,12690.64
2189,736,204,Blog,12237.14
2190,737,315,Reel,4925.16
2191,737,292,Story,6693.79
2192,737,498,Reel,3763.96
2193,738,342,Reel,7467.94
2194,738,141,Blog,14750.61
2195,739,449,Post,9753.64
2196,739,116,Story,2266.11
2197,740,125,Live,7300.77
2198,740,494,Post,6276.44
2199,740,11,Live,14975.75
2200,741,212,Live,8755.34
2201,741,96,Blog,8674.31
2202,742,383,Video,12071.05
2203,742,134,Video,6526.59
2204,742,362,Video,13510.79
2205,742,408,Story,4870.31
2206,743,40,Story,4892.77
2207,743,491,Blog,3778.74
2208,743,355,Live,8726.48
2209,744,470,Live,10654.47
2210,745,161,Story,10829.58
2211,745,54,Blog,10561.95
2212,745,414,Live,12334.06
2213,745,424,Story,7032.77
2214,745,310,Live,12565.54
2215,746,317,Post,1063.40
2216,746,225,Story,429.52
2217,746,255,Post,8429.04
2218,746,303,Reel,13448.04
2219,747,445,Blog,5380.74
2220,747,362,Blog,4213.75
2221,747,76,Video,14215.53
2222,747,33,Blog,510.90
2223,748,252,Story,14794.48
2224,748,221,Story,9960.83
2225,748,361,Video,8122.10
2226,748,392,Blog,4639.45
2227,748,483,Story,8590.87
2228,749,485,Blog,8844.40
2229,749,209,Reel,14566.24
2230,749,74,Reel,10710.49
2231,749,393,Video,8852.97
2232,749,277,Reel,9246.37
2233,750,212,Story,14698.75
2234,750,374,Story,12552.52
2235,750,83,Reel,9776.16
2236,750,376,Post,10957.14
2237,750,100,Video,1427.68
2238,751,294,Post,12093.22
2239,751,359,Post,10476.58
2240,751,486,Story,12724.26
2241,751,351,Story,1528.36
2242,752,91,Video,7545.26
2243,752,363,Story,3981.53
2244,752,221,Story,3476.94
2245,753,174,Post,11302.05
2246,754,132,Live,981.28
2247,754,11,Video,1522.81
2248,754,451,Reel,14457.64
2249,754,311,Live,287.42
2250,754,32,Video,5832.83
2251,755,410,Live,8494.13
2252,756,490,Story,2908.38
2253,757,256,Video,1544.79
2254,757,94,Blog,13697.96
2255,757,275,Live,5675.11
2256,757,112,Story,13382.41
2257,757,500,Blog,12705.00
2258,758,260,Post,552.09
2259,758,77,Reel,14035.87
2260,759,414,Video,14031.98
2261,760,179,Blog,2788.21
2262,761,86,Live,2413.26
2263,761,461,Live,13807.99
2264,761,52,Post,13936.24
2265,761,255,Live,12493.37
2266,761,99,Post,14165.77
2267,762,34,Story,14409.77
2268,762,174,Post,2906.27
2269,762,127,Post,719.70
2270,762,188,Reel,13757.50
2271,762,73,Post,12182.52
2272,763,51,Blog,4876.24
2273,763,435,Live,8488.65
2274,763,267,Blog,8025.69
2275,763,47,Post,11378.16
2276,763,340,Blog,3093.89
2277,764,70,Story,4465.09
2278,764,230,Blog,6452.16
2279,764,391,Post,5718.30
2280,765,13,Live,7313.16
2281,765,252,Post,4657.87
2282,765,54,Video,11585.56
2283,765,165,Blog,921.22
2284,766,97,Reel,4676.09
2285,767,383,Blog,4773.44
2286,767,461,Reel,8060.95
2287,767,293,Reel,14504.85
2288,767,278,Post,2904.76
2289,767,89,Live,881.29
2290,768,379,Story,7680.31
2291,768,261,Blog,10517.83
2292,768,269,Story,1569.90
2293,768,435,Story,13396.11
2294,769,38,Post,3180.38
2295,769,366,Blog,9233.95
2296,769,105,Reel,13839.09
2297,770,461,Reel,13872.25
2298,770,353,Reel,13575.50
2299,771,91,Story,5639.58
2300,771,200,Post,766.88
2301,771,424,Story,9021.40
2302,772,343,Blog,8601.04
2303,772,133,Blog,4715.11
2304,772,452,Blog,11075.84
2305,772,473,Video,6197.13
2306,772,217,Reel,6296.72
2307,773,194,Story,12269.20
2308,773,143,Post,3876.04
2309,773,432,Reel,9435.40
2310,773,462,Post,722.81
2311,774,66,Reel,9600.20
2312,774,340,Reel,2467.97
2313,774,354,Post,1090.85
2314,774,115,Live,4977.94
2315,775,490,Blog,6033.25
2316,775,349,Live,4367.94
2317,775,367,Live,3996.34
2318,776,203,Story,14258.12
2319,777,434,Reel,7087.46
2320,777,255,Reel,1759.96
2321,777,103,Reel,12513.11
2322,777,66,Story,1345.76
2323,777,266,Blog,12115.50
2324,778,224,Video,6627.82
2325,778,316,Story,6686.15
2326,779,340,Live,11525.17
2327,780,394,Blog,4837.03
2328,780,108,Live,311.75
2329,781,175,Video,13835.41
2330,781,441,Video,6984.33
2331,782,201,Post,2381.15
2332,783,259,Story,9445.48
2333,783,33,Video,9904.38
2334,783,116,Post,477.11
2335,784,36,Live,4388.32
2336,784,432,Story,2236.12
2337,784,126,Video,945.03
2338,784,309,Blog,1070.46
2339,785,274,Blog,13998.73
2340,785,9,Video,672.61
2341,785,317,Reel,10296.32
2342,785,369,Reel,5780.08
2343,785,87,Live,970.42
2344,786,394,Story,11456.43
2345,786,291,Reel,8498.22
2346,786,62,Reel,394.92
2347,786,439,Post,14064.44
2348,787,145,Post,13662.59
2349,787,352,Story,10274.93
2350,787,316,Live,3825.63
2351,787,199,Blog,6879.27
2352,788,233,Video,3435.21
2353,788,275,Video,9592.69
2354,789,494,Post,14987.19
2355,789,496,Story,5584.36
2356,790,222,Video,2245.36
2357,791,211,Story,14813.59
2358,791,364,Story,12618.02
2359,791,451,Video,3200.70
2360,791,278,Post,6375.00
2361,792,236,Post,7006.41
2362,792,376,Video,4957.56
2363,792,232,Post,2083.41
2364,792,228,Live,3168.13
2365,793,365,Live,2999.57
2366,793,98,Blog,9923.96
2367,794,187,Post,5684.77
2368,794,461,Video,3281.35
2369,794,238,Story,7106.46
2370,794,281,Live,9818.34
2371,794,442,Video,13579.67
2372,795,212,Live,13359.88
2373,795,27,Blog,5825.93
2374,795,103,Live,6533.58
2375,795,112,Post,455.15
2376,795,173,Story,5850.96
2377,796,140,Blog,8494.12
2378,796,382,Story,9654.45
2379,797,401,Video,7081.84
2380,797,411,Blog,2045.27
2381,797,102,Post,4811.60
2382,797,78,Live,8005.76
2383,797,211,Blog,13151.16
2384,798,403,Reel,1377.68
2385,799,472,Reel,5039.48
2386,800,161,Video,3124.81
2387,801,491,Video,12626.11
2388,801,110,Video,9386.15
2389,802,299,Post,7178.80
2390,802,464,Blog,2710.75
2391,802,425,Video,1612.34
2392,803,82,Post,1864.76
2393,803,462,Live,6204.23
2394,803,451,Live,8329.59
2395,803,78,Post,10527.95
2396,803,84,Video,10380.46
2397,804,500,Blog,14186.49
2398,804,59,Post,1546.33
2399,805,70,Post,7144.92
2400,806,88,Blog,14817.82
2401,806,393,Video,13971.04
2402,806,11,Live,8621.46
2403,806,301,Post,13420.42
2404,807,485,Video,14818.45
2405,807,344,Video,1126.46
2406,807,291,Story,9398.06
2407,807,177,Blog,5964.87
2408,808,57,Blog,3037.26
2409,808,479,Blog,4878.41
2410,809,182,Live,14755.21
2411,810,9,Post,14876.36
2412,810,319,Video,12783.67
2413,810,457,Story,7750.00
2414,810,303,Live,13573.77
2415,811,251,Video,13596.67
2416,812,333,Story,10537.67
2417,813,230,Reel,4165.26
2418,813,222,Blog,6925.50
2419,813,173,Reel,5060.49
