collaboration_id,platform_id,metric_date,impressions,clicks,likes,shares,comments
1352,3,2024-10-23,186430,7785,33295,4995,1938
1352,3,2024-01-15,492779,14313,43513,2134,148
1353,6,2024-04-15,452324,16239,17693,4546,2359
1353,6,2024-07-20,437393,16426,36515,1072,1759
1353,6,2024-04-25,475052,16115,24949,4990,522
1354,1,2024-07-22,36803,255,21717,4686,2585
1354,1,2024-11-04,339417,8034,7349,4475,99
1354,1,2024-06-01,350312,9884,31774,4994,1172
1354,1,2024-01-17,172254,1297,48502,2692,428
1354,1,2024-06-23,307427,9002,39683,109,1680
1355,5,2024-05-04,490315,10866,27543,1325,1894
1355,5,2024-01-07,467645,12673,4973,150,2695
1355,5,2024-07-06,21257,1957,39299,816,1993
1355,4,2024-11-13,330137,11955,16062,3616,616
1355,4,2024-10-12,465222,3198,30256,3961,1078
1355,4,2024-01-06,293049,18327,34401,2556,1944
1356,1,2024-08-14,191084,7003,4939,967,1489
1356,1,2024-05-29,169514,2149,27624,2454,883
1356,1,2024-05-06,362098,19363,34680,1073,2133
1356,1,2024-10-03,123655,12690,30297,17,171
1356,1,2024-11-03,239113,8312,6914,4528,2250
1356,1,2024-08-05,289613,4549,36219,4028,2996
1356,1,2024-07-05,257160,3195,38538,4444,2244
1357,5,2024-04-05,332838,6386,3436,3602,1401
1357,5,2024-12-22,485292,11421,31052,4504,1671
1357,5,2024-11-30,49848,12486,20781,4545,1037
1357,5,2024-02-24,390192,6490,461,308,2544
1357,5,2024-04-18,489051,5325,10784,183,1675
1357,5,2024-06-03,211176,5879,1440,3446,2671
1358,5,2024-09-06,90669,16474,15784,3418,352
1358,5,2024-10-31,329219,10051,46787,679,2968
1358,5,2024-01-17,95695,16536,46000,1459,2449
1358,5,2024-07-28,106011,16792,45063,42,728
1358,5,2024-08-15,164087,19589,42924,1263,2295
1358,5,2024-02-02,121564,2492,22737,884,2578
1358,2,2024-03-27,390256,14167,20701,4315,353
1358,2,2024-12-25,411362,14522,30356,1435,2387
1358,2,2024-11-28,339178,6096,22636,3840,2180
1358,2,2024-04-13,222913,7721,27253,4356,443
1359,1,2024-04-23,9596,10712,45290,1808,613
1359,1,2024-06-17,73056,13996,3216,338,285
1359,1,2024-11-23,46986,17726,41886,881,763
1359,1,2024-05-08,481449,593,31497,1745,2155
1359,6,2024-10-14,345178,2054,5040,1166,686
1359,6,2024-02-15,71911,8697,41025,1633,2799
1359,6,2024-08-02,184089,4232,6264,498,322
1359,6,2024-01-20,232724,8987,21826,1467,197
1359,6,2024-07-01,369533,1728,2286,4830,2366
1359,6,2024-06-19,264976,971,33495,3048,2576
1360,2,2024-02-12,364217,2121,21187,195,2725
1360,2,2024-12-25,159244,3565,10878,1328,2976
1360,2,2024-06-26,31746,2534,7470,1369,2068
1360,4,2024-06-18,31941,17131,11938,3243,1919
1360,4,2024-01-23,102797,18600,3633,4830,1991
1360,4,2024-05-08,292903,321,28788,4833,392
1360,4,2024-05-28,317772,7934,32329,885,2463
1360,4,2024-02-21,17022,9089,24270,912,1246
1360,4,2024-03-08,134623,12548,46184,4412,2059
1361,1,2024-09-10,167256,13469,4238,350,2323
1361,1,2024-06-28,291763,7500,19418,4424,2965
1361,1,2024-05-04,178396,19584,4317,1309,1920
1361,3,2024-04-26,219142,6107,19767,3879,2520
1361,3,2024-11-13,390200,1883,23227,1505,945
1361,3,2024-12-17,101642,10138,31256,2770,60
1361,3,2024-10-25,446461,2344,31751,4515,796
1361,3,2024-07-05,383853,13868,12576,3094,1111
1362,4,2024-11-18,491021,12144,34597,2713,2077
1362,4,2024-10-10,38804,3338,35769,3045,1439
1362,4,2024-08-20,249619,2830,30890,196,1817
1362,1,2024-07-03,248151,14016,28433,1084,1896
1362,1,2024-02-07,31091,12827,6807,281,1172
1362,1,2024-03-31,408459,1131,16406,176,1941
1362,1,2024-04-18,483377,11483,15367,4607,1604
1362,1,2024-10-01,75969,16453,4322,2641,2555
1362,1,2024-09-01,281708,743,643,3830,2674
1363,3,2024-07-15,467094,3865,28136,4960,7
1363,3,2024-02-02,431199,17112,20845,2015,1072
1363,3,2025-01-02,245001,10773,20652,502,1802
1363,3,2024-06-04,275695,3308,16972,2455,1257
1363,3,2024-05-05,400381,19406,17210,2304,1687
1363,3,2024-11-09,88655,13153,26169,1434,1701
1363,3,2024-04-26,313431,11316,6306,4798,2858
1363,2,2024-02-25,375144,7529,35043,1915,777
1363,2,2024-05-24,479764,10019,5236,2617,1386
1363,2,2024-04-04,301351,5266,30317,3782,1934
1363,2,2024-12-16,238455,2966,12495,3032,2189
1363,2,2024-11-16,317577,13537,7722,3218,100
1363,2,2024-02-04,42911,6768,6872,959,998
1364,2,2024-08-29,345711,19896,30256,4301,2630
1364,2,2024-10-24,87352,18780,15854,483,2357
1364,2,2024-02-01,484233,14818,30960,1158,1313
1364,2,2024-10-13,157156,1643,3425,4970,2631
1364,2,2024-01-07,449390,13637,12283,2717,111
1364,2,2024-10-31,404441,8959,26788,3152,2735
1364,2,2024-07-27,2461,11003,152,3415,2122
1365,3,2024-01-14,491346,6033,23844,3033,645
1365,3,2024-09-16,273594,19614,29858,1623,1889
1365,3,2024-11-24,293419,8678,1704,3625,2704
1365,3,2024-01-09,138434,3819,38139,224,715
1365,3,2024-05-21,431522,4003,26920,858,2035
1365,3,2024-08-22,72161,6303,32692,4675,2598
1365,3,2024-08-19,399604,7556,2138,4659,65
1366,4,2024-04-24,425107,6429,49846,464,479
1366,4,2024-12-12,310317,5299,21637,1023,2163
1366,4,2024-08-08,148464,14733,1311,2121,2168
1366,4,2024-07-12,388920,10453,3029,1402,841
1366,4,2024-02-16,130757,14789,49466,2411,2910
1367,6,2024-09-07,63550,11338,24824,2939,217
1367,6,2024-04-22,430895,15563,6523,2654,2903
1367,6,2024-01-18,6093,15916,16849,4549,2114
1367,6,2024-04-26,467689,16782,9792,3578,2208
1367,6,2024-03-19,433836,1859,5396,1177,146
1367,5,2024-02-25,477779,10493,9420,3318,715
1367,5,2024-01-26,254131,13994,44938,3870,2350
1367,5,2024-07-07,373927,16184,20545,3793,430
1367,5,2024-09-18,227658,19703,29423,1157,1509
1368,2,2024-01-14,229207,19556,30585,2009,1740
1368,2,2024-06-25,492371,16915,29409,4779,1073
1368,2,2024-10-30,365563,4899,43209,1729,494
1369,4,2024-02-25,58221,311,41502,4574,326
1369,4,2024-09-10,269231,6536,5163,1873,1356
1369,4,2024-08-24,37689,1976,38763,1619,2841
1369,4,2024-07-31,223475,3669,31746,3359,1481
1369,4,2024-09-20,266447,2860,34490,4183,987
1369,3,2024-07-12,11766,13843,4466,3696,321
1369,3,2024-03-09,499653,11694,22397,458,1851
1369,3,2024-06-27,284055,8753,37627,1608,2501
1369,3,2024-03-03,421391,15734,35131,1312,1721
1369,3,2024-05-20,498747,1960,35870,1620,1109
1369,3,2024-12-09,143735,10105,13604,2254,256
1370,1,2024-09-21,274144,11023,45105,2567,2436
1370,1,2024-11-01,45013,1900,33533,3746,1858
1370,1,2024-02-27,256621,10332,28650,3100,2985
1370,1,2024-12-18,129998,10321,32132,4771,9
1371,2,2024-09-16,36429,17710,27824,4263,831
1371,2,2024-03-24,32480,362,30680,1675,2272
1371,2,2024-12-18,206450,10828,19026,1916,1827
1371,2,2024-01-05,55836,4064,8693,3229,2441
1371,1,2024-04-01,275770,15091,42508,1122,551
1371,1,2024-05-15,300442,14633,26734,743,2506
1371,1,2024-12-15,115369,10217,35088,4055,1947
1371,1,2024-11-28,357516,12553,2889,796,913
1371,1,2024-02-26,12176,17523,28062,1083,1074
1371,1,2024-07-10,103950,2649,8110,2577,2022
1371,1,2024-03-01,286230,4615,25623,2754,555
1372,1,2024-08-21,61809,355,26405,4347,1069
1372,1,2024-07-29,222358,14345,23448,3424,1504
1372,1,2024-10-06,131668,1115,18606,1509,2611
1372,1,2025-01-03,436249,19031,5526,514,885
1372,6,2024-05-16,306212,14836,12715,3480,1231
1372,6,2024-07-05,218084,16293,4858,1312,327
1372,6,2024-12-27,85330,9860,39887,4529,2990
1372,6,2024-08-19,227300,9907,4930,2638,1445
1372,6,2024-09-03,435181,4512,7973,2036,272
1373,2,2024-05-03,421333,19412,45988,396,696
1373,2,2024-09-14,84296,18949,29599,3552,1994
1373,2,2024-04-02,94194,585,32492,695,2639
1373,2,2024-02-12,113410,12041,1846,1868,778
1373,2,2024-07-31,216876,17068,49271,4840,1182
1373,2,2024-11-12,151505,19867,9255,4056,2300
1373,2,2024-04-21,224050,15635,31572,2291,1218
1373,4,2024-04-06,89214,9548,21771,3704,473
1373,4,2024-10-21,476478,10870,23989,2227,2321
1373,4,2024-08-12,283647,8341,31200,1293,1875
1373,4,2024-12-20,211194,1441,17104,570,2999
1373,4,2024-04-03,472197,17857,6109,3922,2052
1373,4,2024-03-02,255326,3004,25275,4804,2421
1374,5,2024-05-19,163015,6121,42379,4600,775
1374,5,2024-10-26,198952,7035,11406,2233,2024
1374,5,2024-01-23,473934,413,20364,1377,2400
1374,5,2024-12-17,345460,12222,21146,2226,1927
1374,5,2024-03-04,87124,1676,2416,3617,955
1374,6,2024-07-15,291782,1446,35208,363,1564
1374,6,2024-10-15,95537,8896,9271,2013,2539
1374,6,2024-11-22,315249,15581,41878,3591,1609
1375,6,2024-06-12,104327,4216,40925,4656,2325
1375,6,2024-10-02,116904,18974,6657,4518,1972
1375,6,2024-12-27,179046,19947,37625,424,1490
1375,6,2024-09-17,278073,9900,7705,4787,2658
1375,6,2024-06-11,269320,6059,18095,3424,1215
1375,6,2024-12-20,480014,3827,4403,4338,2142
1376,5,2024-04-28,380816,8884,26332,3706,192
1376,5,2024-12-26,9930,13899,7047,3466,2470
1376,5,2024-04-21,283556,8743,32169,1959,2098
1376,1,2024-01-16,399261,13036,16109,4086,23
1376,1,2024-12-17,230782,5557,4649,4609,1529
1376,1,2024-01-21,294631,4234,9000,3226,270
1377,4,2024-05-07,161307,1557,22553,2314,1601
1377,4,2024-05-27,321204,16674,21442,171,463
1377,4,2024-09-02,182540,5637,20304,506,2865
1377,4,2024-01-08,38338,14936,24022,2971,105
1377,4,2024-06-02,310912,7853,21366,3690,2250
1377,4,2024-03-04,151767,3117,9945,3869,1993
1378,3,2024-02-08,440560,11870,15741,1590,2138
1378,3,2024-09-11,313749,4478,43407,4419,982
1378,3,2024-10-29,88802,19520,8178,1267,991
1379,2,2024-12-10,65395,2682,43015,4537,2013
1379,2,2024-05-23,467583,1533,3657,4066,1037
1379,2,2024-04-26,395684,4748,25370,1352,2202
1379,2,2024-11-21,132874,6995,10986,1837,2710
1379,2,2024-09-10,202061,1409,47660,1749,1313
1379,2,2024-07-17,248956,4591,38881,2292,1125
1379,2,2024-03-21,150302,15818,11317,1138,649
1379,6,2024-05-26,489248,15741,9810,4113,1018
1379,6,2024-11-25,128935,7235,19998,1938,654
1379,6,2024-11-21,199085,1491,45009,1781,743
1379,6,2024-03-13,79116,14648,21677,3080,415
1379,6,2024-09-16,341515,11646,34611,1759,1255
1379,6,2024-12-20,143159,2396,29939,1798,108
1380,4,2024-09-16,420864,2793,47926,4228,346
1380,4,2024-10-22,372570,4747,18968,1170,1151
1380,4,2024-02-28,426481,5638,39322,3587,932
1380,4,2024-07-04,425465,19792,32291,3040,664
1380,4,2024-03-15,269329,16705,14962,1225,132
1380,4,2024-11-18,116039,19339,32147,2149,2535
1380,4,2024-10-13,19419,920,39753,1448,2507
1380,2,2024-07-27,232604,14429,35000,3017,344
1380,2,2024-05-22,493029,11503,22549,2213,2438
1380,2,2024-06-10,149457,9007,48079,2511,582
1380,2,2024-11-06,474353,15230,14611,4012,606
1381,3,2024-10-14,99148,5410,15177,1677,1044
1381,3,2024-09-30,112277,6695,31827,2896,1528
1381,3,2024-12-21,235062,7222,32311,4439,1398
1381,3,2024-02-20,122062,19521,12868,630,443
1381,3,2024-07-22,173462,7114,7491,1193,1725
1381,3,2024-05-14,182085,12542,45557,3103,1826
1382,4,2024-08-14,18809,11660,31335,882,1966
1382,4,2024-02-18,190131,2895,42774,4427,918
1382,4,2024-04-29,414302,7472,15254,3003,1624
1382,4,2024-03-29,405478,12237,22100,145,506
1382,4,2024-04-19,176256,18106,20024,932,230
1382,1,2024-05-13,44101,2607,15300,3618,793
1382,1,2024-12-05,73308,824,43405,1054,546
1382,1,2024-01-19,44027,14962,15005,4429,721
1382,1,2024-03-08,331186,14143,2606,3255,2212
1383,5,2024-11-18,457279,18278,45624,3395,1730
1383,5,2024-04-28,884,15798,1110,3389,1167
1383,5,2024-10-07,283554,13404,14995,4878,2505
1383,5,2024-09-20,448760,14894,20526,3521,2301
1383,5,2024-02-24,302577,5589,40989,4668,1364
1383,5,2024-10-25,410149,2700,5693,152,532
1383,6,2024-09-26,160509,19116,42610,1705,2159
1383,6,2024-04-08,168183,515,37292,2010,604
1383,6,2024-08-16,194015,6288,8451,3188,2489
1383,6,2024-05-31,445177,16454,48809,3251,787
1383,6,2024-12-21,346743,4163,3646,674,998
1383,6,2024-01-12,444840,13036,21193,1620,830
1383,6,2024-04-03,124835,19728,45322,3216,2499
1384,4,2024-02-20,347245,18337,24754,3119,1271
1384,4,2024-12-16,401318,3682,4873,2781,386
1384,4,2024-07-18,154341,8311,27086,2734,2483
1384,5,2024-04-08,326517,13660,24596,4878,1939
1384,5,2024-10-15,79845,14223,38348,158,217
1384,5,2024-09-28,8246,166,18498,3735,17
1384,5,2024-04-14,98712,5301,27306,333,57
1385,3,2024-09-15,405374,17461,20087,1559,2311
1385,3,2024-02-12,105992,8811,40638,3769,1009
1385,3,2024-03-03,462410,753,23959,1747,2307
1385,3,2024-09-25,277830,19725,14556,831,664
1385,3,2024-11-19,369300,317,20413,2236,665
1385,3,2024-09-19,460412,4795,15639,3453,515
1385,3,2024-08-14,17936,2849,1397,4035,612
1385,6,2024-11-15,331408,6827,46719,4360,707
1385,6,2024-02-06,66773,3146,2600,802,1487
1385,6,2024-02-22,3481,13647,3117,4916,2012
1385,6,2024-09-23,159087,18510,31628,219,1158
1385,6,2024-12-15,336083,5110,45881,280,2387
1385,6,2024-08-17,353452,15053,44134,3325,1752
1386,2,2024-06-07,175651,6640,5058,4894,2983
1386,2,2024-12-29,331961,9174,9179,1106,884
1386,2,2024-07-17,171958,7861,10806,3878,330
1386,2,2024-05-15,466427,15830,45523,1468,2641
1386,2,2024-12-17,181947,474,31608,3101,629
1386,2,2024-04-15,120135,4224,30067,3056,166
1386,2,2024-10-30,347644,9003,20257,2130,2112
1387,6,2024-02-12,260321,9437,48986,4765,882
1387,6,2024-08-01,5262,2458,26128,674,1791
1387,6,2025-01-02,269174,15595,48890,3146,920
1387,6,2024-01-19,486253,15939,13143,3815,671
1387,3,2024-12-02,166238,15813,24421,4471,1075
1387,3,2024-09-29,126850,13250,13696,4917,492
1387,3,2024-08-17,432683,1119,6731,1739,2107
1387,3,2024-11-13,292717,17916,6706,53,593
1388,6,2024-06-13,432331,14522,36414,4261,523
1388,6,2024-03-30,353058,6887,15239,2763,2174
1388,6,2024-08-09,71950,7073,17958,1165,2694
1388,6,2024-03-11,119877,9608,49938,1079,595
1388,6,2024-08-05,158889,2544,1121,1001,1063
1388,6,2024-11-26,144510,4674,12632,49,1492
1388,6,2024-07-20,431711,12845,22146,3592,1856
1388,3,2024-01-07,382178,13282,7109,1244,1467
1388,3,2024-03-05,255288,8506,15634,2477,711
1388,3,2024-03-06,15199,17792,20423,1926,2532
1388,3,2024-10-04,437073,16825,36922,1642,2864
1388,3,2024-10-21,14490,8206,46235,826,1787
1388,3,2024-11-10,216460,8611,25574,3543,2122
1389,6,2024-03-17,433526,12908,43604,4549,1952
1389,6,2024-05-30,389976,18379,22676,913,2584
1389,6,2024-11-18,54361,14645,27829,3503,474
1389,5,2024-05-23,258252,12359,42113,4524,1340
1389,5,2024-12-20,307589,14996,24805,3492,1242
1389,5,2024-08-09,295987,5214,28407,3016,2454
1389,5,2024-12-15,467891,1365,12021,4511,660
1390,3,2024-08-20,366603,9795,26938,2280,2934
1390,3,2024-10-06,96589,10930,46818,2388,1288
1390,3,2024-08-29,199229,8019,19326,2420,1857
1390,3,2024-12-11,293311,5665,2706,396,451
1390,3,2024-04-12,257592,12710,33565,2029,1487
1390,3,2024-03-27,382974,17162,5098,1926,1991
1390,6,2024-12-11,138895,5714,49370,383,1183
1390,6,2024-08-03,392541,12065,14926,2569,653
1390,6,2024-02-06,344108,16188,41726,511,1387
1390,6,2024-09-03,71017,12435,32468,3728,2349
1391,2,2024-04-08,465709,1481,3141,1193,2960
1391,2,2024-01-27,101328,1311,17624,1568,827
1391,2,2024-01-18,334335,3066,8560,733,1481
1391,2,2024-04-13,95128,8115,32969,4455,1270
1391,2,2024-02-06,449197,18728,40132,2780,1522
1391,2,2024-06-28,5639,14116,10603,3982,507
1391,5,2024-03-04,27130,12640,13128,585,2445
1391,5,2024-10-01,192531,9385,18098,4455,225
1391,5,2024-08-11,204443,14794,47895,3129,1114
1391,5,2024-12-30,227474,4643,41735,274,2729
1391,5,2025-01-03,221666,10620,4145,3273,1430
1391,5,2024-02-18,69880,13198,20950,2053,1956
1391,5,2024-04-16,253457,1269,17893,1350,2668
1392,3,2024-06-04,63051,11955,9496,1934,2277
1392,3,2024-08-19,230403,17371,32325,492,115
1392,3,2024-01-06,298028,17407,22384,2225,1421
1393,1,2024-07-27,334523,19621,13474,2794,2567
1393,1,2024-09-01,209414,7920,43826,1700,2114
1393,1,2024-12-03,61916,6151,12754,2658,1221
1394,3,2024-11-30,112784,14145,3089,3222,638
1394,3,2024-01-04,108789,16219,27088,464,535
1394,3,2024-11-24,421482,1328,41314,4085,136
1394,3,2024-08-19,129730,15445,15582,3245,1722
1394,1,2024-01-23,127344,3017,28496,4993,2637
1394,1,2024-08-15,228775,582,29445,4971,62
1394,1,2024-05-19,470533,12648,42234,3540,94
1394,1,2024-01-26,176998,11035,38809,1942,270
1394,1,2024-10-29,304221,9177,37626,1546,1126
1394,1,2024-05-22,322008,19962,4455,3189,354
1394,1,2024-07-11,324286,1480,12267,4587,1801
1395,1,2024-12-23,294826,5035,27326,1421,575
1395,1,2024-06-16,176830,10966,29223,2500,444
1395,1,2024-11-15,478460,8598,47155,2829,2598
1395,1,2024-01-26,273833,1301,28463,3149,107
1395,1,2024-05-02,218386,7682,17439,113,2389
1395,1,2024-12-01,46679,12524,5152,3413,2322
1395,1,2024-04-27,65162,8090,12984,2040,1552
1396,1,2024-05-29,169771,5704,35032,259,1105
1396,1,2024-12-07,115617,6238,11689,3169,1060
1396,1,2024-05-24,140417,12321,33499,785,1664
1396,1,2024-06-06,307249,9007,27280,790,1349
1397,3,2024-11-21,264920,13488,36178,933,1347
1397,3,2024-11-10,57810,11900,27075,3825,1240
1397,3,2024-12-01,394385,646,41323,3992,2835
1397,3,2024-10-30,132775,18765,6288,3600,2683
1398,6,2024-12-19,15802,13930,1105,4450,411
1398,6,2024-03-13,180850,14456,4097,3223,130
1398,6,2024-03-22,365444,17449,47334,1362,610
1398,6,2024-05-18,479132,18072,38335,3592,279
1398,6,2024-06-12,250039,1735,26882,4004,1436
1398,6,2024-11-12,206312,10841,2187,154,2765
1398,6,2024-12-09,10402,6032,7446,4667,1851
1398,2,2024-08-16,481927,13859,19915,3649,33
1398,2,2024-11-30,163176,18294,26876,240,341
1398,2,2024-07-27,179430,13103,4574,1165,1276
1398,2,2024-08-14,216363,4457,21803,3381,2388
1398,2,2024-06-30,34185,4660,24389,549,1733
1398,2,2024-03-15,263640,1013,11500,3134,452
1398,2,2024-05-26,94371,5035,34493,2400,2049
1399,1,2024-07-15,307761,15997,34204,2821,506
1399,1,2024-04-18,221875,17337,4858,4977,1127
1399,1,2024-10-05,11968,9060,17500,3086,955
1399,1,2024-06-24,360037,18079,2586,353,2617
1399,1,2024-12-02,70777,14801,9011,771,1834
1400,2,2024-05-16,65711,3510,8808,899,744
1400,2,2024-11-09,21824,11408,34242,4118,2992
1400,2,2024-09-16,153243,2261,38269,1610,1605
1401,3,2024-07-11,330889,6944,5981,1820,2822
1401,3,2024-06-04,307279,8413,27818,230,1914
1401,3,2024-09-21,36653,16789,10522,2770,529
1401,3,2024-02-28,309589,7788,35688,2811,675
1402,1,2024-03-26,485024,7201,8001,541,1279
1402,1,2024-04-05,445352,7415,5228,654,1489
1402,1,2024-06-10,253800,19121,45351,3708,2585
1402,1,2024-01-08,135548,18776,34987,4184,2696
1402,2,2024-02-10,414951,5749,1163,3107,2712
1402,2,2024-01-20,165200,7586,38207,2807,1274
1402,2,2024-05-07,397606,5519,33739,2273,1425
1402,2,2024-11-28,40629,4312,39181,4622,861
1403,3,2024-08-22,365524,17150,33481,2219,831
1403,3,2024-02-10,2259,14409,19206,4690,333
1403,3,2024-05-16,277061,14833,27198,2307,736
1403,3,2024-08-17,114217,198,430,4796,688
1403,3,2024-01-31,437307,3371,34970,4604,1995
1403,3,2024-02-06,463008,13755,41777,4907,2571
1403,3,2024-10-11,103837,4892,49230,4680,610
1404,4,2024-01-29,42246,3820,24763,1420,2093
1404,4,2024-01-12,46535,13664,35464,287,1906
1404,4,2024-05-05,90560,17042,6890,4709,1904
1404,4,2024-07-09,328652,1098,29824,4025,620
1404,4,2024-02-11,264523,18287,40722,156,1769
1404,1,2024-06-28,337625,1881,43540,2743,1748
1404,1,2024-07-05,463986,12187,15322,2295,99
1404,1,2024-01-28,418905,4967,28567,4044,343
1404,1,2024-08-01,36504,14946,8864,3751,1827
1404,1,2024-06-15,123199,18605,21725,2127,865
1404,1,2024-12-18,49575,14066,6189,607,2216
1405,6,2024-10-29,271651,3685,18315,1415,2675
1405,6,2024-03-01,266338,12177,37813,1481,2325
1405,6,2024-05-05,27525,866,19367,2253,2488
1405,6,2024-03-18,82694,19114,17497,3385,2263
1405,6,2024-11-19,245953,13190,41263,840,1674
1405,6,2024-08-03,407326,4134,7664,4391,1529
1406,5,2024-01-19,391664,1670,6160,171,2354
1406,5,2024-03-22,31892,15621,15163,3634,2264
1406,5,2024-12-25,229439,13211,21107,2946,2742
1406,5,2024-09-02,467792,3827,39903,2757,1362
1406,5,2024-09-08,87075,18629,2836,1568,1091
1406,5,2024-02-10,342938,7575,35839,3431,1289
1406,2,2024-08-25,202220,16319,44489,1889,2661
1406,2,2024-09-02,78427,15944,11191,2827,2419
1406,2,2025-01-02,15399,13101,12569,2825,2513
1407,3,2024-03-02,82520,3892,45764,2952,309
1407,3,2024-12-06,487710,1574,2017,4967,2456
1407,3,2024-11-07,57254,5773,40969,4836,2163
1407,3,2024-04-06,381891,9007,34291,3548,389
1408,3,2024-12-16,44192,3226,36,1561,1341
1408,3,2024-09-24,14267,14946,30517,705,237
1408,3,2024-10-31,48858,5492,3822,2083,2945
1408,3,2024-06-26,441626,19067,15074,4194,1953
1408,5,2024-07-03,319967,12390,14826,4278,2697
1408,5,2024-06-04,169437,8237,21376,2262,1606
1408,5,2024-10-08,487285,3768,40654,3423,1578
1408,5,2024-04-01,434162,6347,47378,392,42
1408,5,2024-04-11,455228,14589,15304,3207,810
1408,5,2024-08-31,409349,11324,31382,298,2127
1408,5,2024-02-11,174155,2138,45566,4413,2912
1409,4,2024-08-21,260034,17772,14863,1759,1753
1409,4,2024-09-27,97532,13500,4211,2386,2842
1409,4,2025-01-02,159283,13043,17349,2916,1497
1409,5,2024-06-28,468355,7329,4391,509,184
1409,5,2024-03-11,215569,14071,36644,4994,2891
1409,5,2024-08-17,162933,6035,31120,2619,1825
1409,5,2024-02-09,143850,17200,39047,519,725
1409,5,2024-07-13,183843,4356,40647,805,2787
1409,5,2024-07-31,181429,6693,39940,4064,2329
1410,2,2024-05-21,237199,8291,667,543,2736
1410,2,2024-06-20,289548,13578,27363,4316,1162
1410,2,2024-10-24,428457,5677,29168,1313,1482
1410,2,2024-05-14,174024,5595,34747,1555,2969
1410,2,2024-03-21,144355,1007,9091,1547,137
1410,4,2024-10-25,474628,2442,8966,1332,2382
1410,4,2024-05-25,102506,14468,6923,2568,153
1410,4,2024-02-26,25523,4917,44059,2027,2346
1410,4,2024-06-04,61392,10162,43474,1073,2760
1410,4,2024-12-23,309498,1888,4075,4661,1244
1410,4,2024-01-26,64228,14528,31674,2136,2560
1410,4,2024-11-26,476230,3248,37208,1438,2091
1411,4,2024-03-12,155554,18605,24284,798,463
1411,4,2024-01-05,310130,14033,45914,3703,131
1411,4,2024-12-17,421403,5854,19436,528,305
1411,4,2024-08-03,303408,7365,19594,3750,2641
1412,6,2024-08-19,243389,13622,9403,4986,1938
1412,6,2024-05-20,391524,12805,28927,4975,860
1412,6,2024-01-04,364828,15182,9657,971,1994
1412,6,2024-10-13,92564,2451,42493,4804,2875
1412,6,2024-12-17,494869,4516,31733,4950,119
1412,6,2025-01-05,421879,1870,26531,4207,2669
1412,6,2024-05-15,498388,12944,19073,1460,2187
1412,4,2024-05-06,158332,12034,43373,3626,1590
1412,4,2024-04-08,354873,12019,33644,3765,795
1412,4,2024-02-21,46264,2849,14126,3001,1186
1412,4,2024-11-12,95051,10322,36837,3139,1929
1412,4,2024-05-24,168126,13411,19088,2563,924
1412,4,2024-03-07,108244,5423,35185,909,1535
1413,6,2024-02-09,106887,13810,32802,1525,903
1413,6,2024-05-01,347317,4810,40840,285,2906
1413,6,2024-05-31,226247,175,33938,2404,1586
1413,6,2024-12-18,484533,14534,19520,279,1930
1413,6,2024-03-13,151379,17371,3035,895,2109
1413,6,2024-09-06,327684,19872,31699,843,2004
1413,4,2024-01-12,283989,8375,36530,671,1310
1413,4,2024-12-24,84240,16113,29630,873,301
1413,4,2024-07-04,385780,5362,32365,2639,2881
1413,4,2024-01-11,244701,6749,49684,3491,344
1413,4,2024-05-06,98721,1213,19938,469,1634
1413,4,2024-05-12,406682,5385,11221,1593,1591
1413,4,2024-04-04,337460,16643,6291,4768,1874
1414,6,2024-11-14,491308,2657,6873,677,873
1414,6,2024-01-15,249459,7554,27586,3179,373
1414,6,2024-11-04,369662,13318,30016,903,2374
1414,6,2024-08-16,309746,14192,38957,3595,2152
1414,6,2024-02-08,200128,5724,26321,3115,2010
1414,6,2024-02-23,397749,8924,4231,3556,2240
1414,6,2024-04-04,213882,11963,38078,4043,173
1415,2,2024-08-15,113330,5345,7303,1135,1856
1415,2,2024-02-08,350610,4656,5613,2907,510
1415,2,2024-11-15,420154,14604,42681,160,2490
1416,5,2024-03-19,240990,7224,7190,3517,1950
1416,5,2024-04-15,436474,8330,37218,1231,2274
1416,5,2024-05-14,76273,14183,32025,4261,1701
1416,5,2024-02-20,432814,14713,32812,2296,43
1416,5,2024-06-18,157909,17806,22874,930,529
1416,5,2024-01-14,214272,3519,8330,3097,2103
1416,2,2024-05-07,246866,463,7002,2220,1095
1416,2,2024-11-13,355563,16506,29929,3970,419
1416,2,2024-12-26,362525,12076,34525,4984,519
1416,2,2024-09-12,291358,3264,47822,1195,2820
1416,2,2024-07-06,312931,16630,15345,1765,2946
1416,2,2024-10-20,359547,18491,5056,4845,2018
1417,3,2024-04-19,220575,16482,27592,2183,655
1417,3,2024-03-02,166217,2267,5317,1099,2901
1417,3,2024-07-21,35392,275,38546,547,2969
1417,3,2024-03-13,277040,4994,31435,3995,1296
1417,3,2024-07-16,345654,11564,12554,4976,2326
1417,3,2024-10-18,368993,7024,32201,3510,2935
1417,3,2024-11-22,329774,15357,14991,1289,1731
1417,2,2024-03-23,228911,13652,29532,3630,872
1417,2,2024-01-16,46101,8638,8743,1660,1398
1417,2,2024-12-05,72217,15968,44273,2198,985
1417,2,2024-05-27,20115,15048,4775,3331,585
1417,2,2024-09-09,210667,14336,17030,3943,2169
1418,5,2024-09-24,228173,972,42027,2588,1577
1418,5,2024-05-09,62212,7568,5248,196,1646
1418,5,2024-07-26,206732,1503,47490,1262,2515
